"","struct_idx","frequency","path_id","sequence_id","wavevector_x","wavevector_y","eig_idx"
"332563",10,35,1,3,-0.125663706143592,0.0960934637881325,1
"332564",10,35,1,4,-0.0779817077840979,0.125663706143592,1
"332565",10,35,1,5,0,0.178973621906932,1
"332566",10,35,1,6,0.0492234078168681,0.125663706143592,1
"332567",10,35,1,7,0.108969791727438,0.0628318530717959,1
"332568",10,35,1,8,0.125663706143592,0.0428708327729408,1
"332569",10,35,1,9,0.159736589380811,0,1
"332570",10,40,1,1,-0.182540431841412,0,1
"332571",10,40,1,2,-0.190519262280658,0.0628318530717959,1
"332572",10,40,1,3,-0.125663706143592,0.119305314164621,1
"332573",10,40,1,4,-0.115410802827284,0.125663706143592,1
"332574",10,40,1,5,-0.016801138227303,0.188495559215388,1
"332575",10,40,1,6,0,0.2045821475156,1
"332576",10,40,1,7,0.0154943347814407,0.188495559215388,1
"332577",10,40,1,8,0.0728493024257416,0.125663706143592,1
"332578",10,40,1,9,0.125663706143592,0.070360072423594,1
"332579",10,40,1,10,0.132985386823644,0.0628318530717959,1
"332580",10,40,1,11,0.182540431841412,0,1
"332581",10,45,1,1,-0.205344274302013,0,1
"332582",10,45,1,2,-0.21717634041977,0.0628318530717959,1
"332583",10,45,1,3,-0.157526826341706,0.125663706143592,1
"332584",10,45,1,4,-0.125663706143592,0.137687091615729,1
"332585",10,45,1,5,-0.0435603033886986,0.188495559215388,1
"332586",10,45,1,6,0,0.23020324933531,1
"332587",10,45,1,7,0.0401721546929957,0.188495559215388,1
"332588",10,45,1,8,0.0964751970346151,0.125663706143592,1
"332589",10,45,1,9,0.125663706143592,0.0950994944331018,1
