"","frequency","path_id","sequence_id","wavevector_x","wavevector_y","eig_idx","struct_idx"
"15704",10,5,1,1.55920354222187,0.0628318530717959,1,3
"15705",10,5,2,1.61309204931709,0,1,3
"15706",10,5,3,1.5285006042727,0,1,3
"15707",10,5,4,1.58227785385172,0.0628318530717959,1,3
"15708",10,5,5,1.5707963267949,0.0845196053080648,1,3
"15709",16.9412817621465,5,1,1.5707963267949,0.143126358323703,1,3
"15710",16.9412817621465,5,2,1.63362817986669,0.0197754396808949,1,3
"15711",16.9412817621465,5,3,1.4991171842537,0,1,3
"15712",16.9412817621465,5,4,1.52786199434303,0.0628318530717959,1,3
"15713",16.9412817621465,5,5,1.55941426938923,0.125663706143592,1,3
"15714",16.9412817621465,5,6,1.5079644737231,0.0201861467736605,1,3
"15715",16.9412817621465,5,7,1.58246642911491,0.125663706143592,1,3
"15716",16.9412817621465,5,8,1.61331861267084,0.0628318530717959,1,3
"15717",16.9412817621465,5,9,1.64247546933609,0,1,3
"15718",23.882563524293,5,1,1.58221525025155,0.188495559215388,1,3
"15719",23.882563524293,5,2,1.64478272141921,0.0628318530717959,1,3
"15720",23.882563524293,5,3,1.46967611358267,0,1,3
"15721",23.882563524293,5,4,1.62159034353033,0.125663706143592,1,3
"15722",23.882563524293,5,5,1.5079644737231,0.0949880654026885,1,3
"15723",23.882563524293,5,6,1.67191654000712,0,1,3
"15724",23.882563524293,5,7,1.5707963267949,0.201639550754404,1,3
"15725",23.882563524293,5,8,1.63362817986669,0.0960762014988632,1,3
"15726",23.882563524293,5,9,1.52125602299179,0.125663706143592,1,3
"15727",23.882563524293,5,10,1.55992618138424,0.188495559215388,1,3
"15728",23.882563524293,5,11,1.4958235056322,0.0628318530717959,1,3
"15729",30.8238452864395,5,1,1.5079644737231,0.181955907971989,1,3
"15730",30.8238452864395,5,2,1.63295861105116,0.188495559215388,1,3
"15731",30.8238452864395,5,3,1.69646003293849,0.0136098477573669,1,3
"15732",30.8238452864395,5,4,1.4451326206513,0.0151288513013498,1,3
"15733",30.8238452864395,5,5,1.56190832135907,0.251327412287183,1,3
"15734",30.8238452864395,5,6,1.65148760635578,0.125663706143592,1,3
"15735",30.8238452864395,5,7,1.44020730134674,0,1,3
"15736",30.8238452864395,5,8,1.49058807778422,0.125663706143592,1,3
"15737",30.8238452864395,5,9,1.46257325865989,0.0628318530717959,1,3
"15738",30.8238452864395,5,10,1.6770480509581,0.0628318530717959,1,3
"15739",30.8238452864395,5,11,1.70138535224306,0,1,3
"15740",30.8238452864395,5,12,1.58032919884964,0.251327412287183,1,3
"15741",30.8238452864395,5,13,1.5707963267949,0.260022400281556,1,3
"15742",30.8238452864395,5,14,1.51162147800209,0.188495559215388,1,3
"15743",30.8238452864395,5,15,1.63362817986669,0.187320411449985,1,3
"15744",37.765127048586,5,1,1.56577150510509,0.314159265358979,1,3
"15745",37.765127048586,5,2,1.41059946632479,0,1,3
"15746",37.765127048586,5,3,1.69646003293849,0.0847551385836968,1,3
"15747",37.765127048586,5,4,1.4451326206513,0.0881451459553744,1,3
"15748",37.765127048586,5,5,1.6383333875281,0.251327412287183,1,3
"15749",37.765127048586,5,6,1.48363508449258,0.188495559215388,1,3
"15750",37.765127048586,5,7,1.50529518565543,0.251327412287183,1,3
"15751",37.765127048586,5,8,1.730993187265,0,1,3
"15752",37.765127048586,5,9,1.42956738535637,0.0628318530717959,1,3
"15753",37.765127048586,5,10,1.6593078296283,0.188495559215388,1,3
"15754",37.765127048586,5,11,1.70942726451975,0.0628318530717959,1,3
"15755",37.765127048586,5,12,1.46392378882369,0.125663706143592,1,3
