"","struct_idx","frequency","path_id","sequence_id","wavevector_x","wavevector_y","eig_idx"
"1",1,5,1,1,-0.0512516068695383,0,1
"2",1,5,1,2,0,0.0512558740321376,1
"3",1,5,1,3,0.0512516068695383,0,1
"4",1,10,1,1,-0.102503213739077,0,1
"5",1,10,1,2,-0.0539408460968741,0.0628318530717959,1
"6",1,10,1,3,0,0.102515504468345,1
"7",1,10,1,4,0.0539408460968214,0.0628318530717959,1
"8",1,10,1,5,0.102503213739077,0,1
"9",1,15,1,1,-0.153743544330281,0,1
"10",1,15,1,2,-0.125663706143592,0.0596374231365442,1
"11",1,15,1,3,-0.123618077179575,0.0628318530717959,1
"12",1,15,1,4,-0.0402846363470371,0.125663706143592,1
"13",1,15,1,5,0,0.153781565812443,1
"14",1,15,1,6,0.0402846363470284,0.125663706143592,1
"15",1,15,1,7,0.123618077179455,0.0628318530717959,1
"16",1,15,1,8,0.125663706143592,0.0596374231363621,1
"17",1,15,1,9,0.153743544330281,0,1
"18",1,20,1,1,-0.204974577883485,0,1
"19",1,20,1,2,-0.181209735259688,0.0628318530717959,1
"20",1,20,1,3,-0.125663706143592,0.116661579623711,1
"21",1,20,1,4,-0.113740142218467,0.125663706143592,1
"22",1,20,1,5,-0.0255255362750203,0.188495559215388,1
"23",1,20,1,6,0,0.205056751129523,1
"24",1,20,1,7,0.0255255362749591,0.188495559215388,1
"25",1,20,1,8,0.113740142218442,0.125663706143592,1
"26",1,20,1,9,0.125663706143592,0.116661579623679,1
"27",1,20,1,10,0.181209735259441,0.0628318530717959,1
"28",1,20,1,11,0.204974577883485,0,1
"29",1,25,1,1,-0.256201780756633,0,1
"30",1,25,1,2,-0.251327412287183,0.018667519294286,1
"31",1,25,1,3,-0.238435845320734,0.0628318530717959,1
"32",1,25,1,4,-0.18119407555003,0.125663706143592,1
"33",1,25,1,5,-0.125663706143592,0.173315596702102,1
"34",1,25,1,6,-0.104570559864629,0.188495559215388,1
"35",1,25,1,7,-0.0087580095933064,0.251327412287183,1
"36",1,25,1,8,0,0.256343776740941,1
"37",1,25,1,9,0.00875800959327143,0.251327412287183,1
"38",1,25,1,10,0.104570559864379,0.188495559215388,1
"39",1,25,1,11,0.125663706143592,0.173315596701933,1
"40",1,25,1,12,0.18119407555,0.125663706143592,1
"41",1,25,1,13,0.238435845320337,0.0628318530717959,1
"42",1,25,1,14,0.251327412287183,0.0186675192938475,1
"43",1,25,1,15,0.256201780756633,0,1
"44",1,30,1,1,-0.307392584361773,0,1
"45",1,30,1,2,-0.29271537614176,0.0628318530717959,1
"46",1,30,1,3,-0.251327412287183,0.121290062646831,1
"47",1,30,1,4,-0.247485033497315,0.125663706143592,1
"48",1,30,1,5,-0.174450521184181,0.188495559215388,1
"49",1,30,1,6,-0.125663706143592,0.232861347569804,1
"50",1,30,1,7,-0.098330345765935,0.251327412287183,1
"51",1,30,1,8,0,0.30764852566013,1
"52",1,30,1,9,0.0983303457655424,0.251327412287183,1
"53",1,30,1,10,0.125663706143592,0.232861347569497,1
"54",1,30,1,11,0.174450521184245,0.188495559215388,1
"55",1,30,1,12,0.247485033497278,0.125663706143592,1
"56",1,30,1,13,0.251327412287183,0.121290062646752,1
"57",1,30,1,14,0.292715376141333,0.0628318530717959,1
"58",1,30,1,15,0.307392584361773,0,1
"59",1,35,1,1,-0.358583387966913,0,1
"60",1,35,1,2,-0.34613810274325,0.0628318530717959,1
"61",1,35,1,3,-0.306921466475875,0.125663706143592,1
"62",1,35,1,4,-0.251327412287183,0.179604427267412,1
"63",1,35,1,5,-0.240994611293178,0.188495559215388,1
"64",1,35,1,6,-0.169012271349757,0.251327412287183,1
"65",1,35,1,7,-0.125663706143592,0.293148958211599,1
"66",1,35,1,8,-0.0897716880485249,0.314159265358979,1
"67",1,35,1,9,0,0.358974868316975,1
"68",1,35,1,10,0.0897716880485785,0.314159265358979,1
"69",1,35,1,11,0.125663706143592,0.293148958211515,1
"70",1,35,1,12,0.169012271349574,0.251327412287183,1
"71",1,35,1,13,0.240994611293676,0.188495559215388,1
"72",1,35,1,14,0.251327412287183,0.179604427267824,1
"73",1,35,1,15,0.306921466475973,0.125663706143592,1
"74",1,35,1,16,0.346138102742791,0.0628318530717959,1
"75",1,35,1,17,0.358583387966913,0,1
"76",1,40,1,1,-0.409737029552489,0,1
"77",1,40,1,2,-0.399076108096238,0.0628318530717959,1
"78",1,40,1,3,-0.376991118430775,0.106362248433713,1
"79",1,40,1,4,-0.365936149565009,0.125663706143592,1
"80",1,40,1,5,-0.306334280298934,0.188495559215388,1
"81",1,40,1,6,-0.251327412287183,0.234086222982809,1
"82",1,40,1,7,-0.231398134960986,0.251327412287183,1
"83",1,40,1,8,-0.164634088568282,0.314159265358979,1
"84",1,40,1,9,-0.125663706143592,0.352326329244408,1
"85",1,40,1,10,-0.0762457876062758,0.376991118430775,1
"86",1,40,1,11,0,0.41032378112414,1
"87",1,40,1,12,0.0762457876060748,0.376991118430775,1
"88",1,40,1,13,0.125663706143592,0.352326329244324,1
"89",1,40,1,14,0.16463408856813,0.314159265358979,1
"90",1,40,1,15,0.231398134961042,0.251327412287183,1
"91",1,40,1,16,0.251327412287183,0.234086222983018,1
"92",1,40,1,17,0.306334280299414,0.188495559215388,1
"93",1,40,1,18,0.365936149565247,0.125663706143592,1
"94",1,40,1,19,0.376991118430775,0.106362248433749,1
"95",1,40,1,20,0.399076108095976,0.0628318530717959,1
"96",1,40,1,21,0.409737029552489,0,1
"97",1,45,1,1,-0.460869804624525,0,1
"98",1,45,1,2,-0.451351494759021,0.0628318530717959,1
"99",1,45,1,3,-0.422036179597296,0.125663706143592,1
"100",1,45,1,4,-0.376991118430775,0.182542646471942,1
"101",1,45,1,5,-0.371452551721237,0.188495559215388,1
"102",1,45,1,6,-0.297883082633888,0.251327412287183,1
"103",1,45,1,7,-0.251327412287183,0.289215521320017,1
"104",1,45,1,8,-0.224503480394659,0.314159265358979,1
"105",1,45,1,9,-0.160315975627648,0.376991118430775,1
"106",1,45,1,10,-0.125663706143592,0.410119940970427,1
"107",1,45,1,11,-0.0565950255866201,0.439822971502571,1
"108",1,45,1,12,0,0.461698224839703,1
"109",1,45,1,13,0.0565950255864497,0.439822971502571,1
"110",1,45,1,14,0.125663706143592,0.410119940970265,1
"111",1,45,1,15,0.160315975627428,0.376991118430775,1
"112",1,45,1,16,0.224503480394205,0.314159265358979,1
"113",1,45,1,17,0.251327412287183,0.289215521319734,1
"114",1,45,1,18,0.297883082634037,0.251327412287183,1
"115",1,45,1,19,0.371452551721631,0.188495559215388,1
"116",1,45,1,20,0.376991118430775,0.182542646472348,1
"117",1,45,1,21,0.422036179597297,0.125663706143592,1
"118",1,45,1,22,0.451351494759245,0.0628318530717959,1
"119",1,45,1,23,0.460869804624525,0,1
"120",1,50,1,1,-0.511989238983473,0,1
"121",1,50,1,2,-0.503617142177383,0.0628318530717959,1
