"","iElectron","t","ix","iy","iz"
"735",132,2.21671e-11,131,130,5
"736",138,2.219946e-11,44,245,85
"737",138,2.221368e-11,44,246,86
"738",129,2.222479e-11,99,146,91
"739",138,2.223394e-11,46,246,89
"740",129,2.229714e-11,101,146,91
"741",129,2.230261e-11,99,148,90
"742",131,2.231146e-11,103,22,54
"743",138,2.232077e-11,46,247,89
"744",138,2.233261e-11,48,248,90
"745",132,2.233526e-11,133,131,5
"746",132,2.23515e-11,132,131,5
"747",132,2.237286e-11,132,130,5
"748",132,2.238285e-11,131,130,5
"749",141,2.250089e-11,58,82,28
"750",137,2.258752e-11,184,58,16
"751",138,2.258802e-11,45,246,90
"752",138,2.259714e-11,44,248,92
"753",138,2.259997e-11,45,246,92
"754",138,2.262625e-11,48,245,93
"755",138,2.264916e-11,48,245,95
"756",138,2.265415e-11,50,247,96
"757",138,2.269605e-11,47,247,97
"758",138,2.270428e-11,48,247,96
"759",129,2.271959e-11,100,147,91
"760",138,2.272468e-11,46,1,97
"761",138,2.277455e-11,45,2,97
"762",132,2.277605e-11,131,129,5
"763",138,2.279127e-11,43,3,99
"764",138,2.279781e-11,44,3,99
"765",143,2.279912e-11,105,9,21
"766",129,2.287726e-11,100,146,91
"767",138,2.290771e-11,48,2,100
"768",131,2.291337e-11,102,20,57
"769",131,2.291717e-11,101,20,58
"770",131,2.293529e-11,98,23,59
"771",138,2.295301e-11,50,249,102
"772",138,2.300451e-11,47,2,104
"773",143,2.301388e-11,105,11,25
"774",141,2.305605e-11,56,83,30
"775",143,2.308963e-11,104,10,27
"776",138,2.309468e-11,48,2,104
"777",141,2.312344e-11,58,81,29
"778",131,2.312705e-11,99,21,61
"779",138,2.312813e-11,47,2,104
"780",131,2.313845e-11,99,23,60
"781",131,2.320392e-11,100,20,62
"782",142,2.320682e-11,170,189,30
"783",134,2.322794e-11,142,143,8
"784",129,2.324815e-11,100,145,91
"785",138,2.326902e-11,43,2,103
"786",138,2.331258e-11,41,249,104
"787",138,2.333873e-11,40,248,105
"788",138,2.341217e-11,43,248,105
"789",138,2.343268e-11,41,0,107
"790",129,2.345635e-11,101,145,91
"791",131,2.347605e-11,97,19,65
"792",143,2.347954e-11,103,9,26
"793",131,2.35216e-11,98,18,69
"794",138,2.35264e-11,40,0,107
"795",143,2.353074e-11,102,11,27
"796",138,2.359117e-11,40,249,108
"797",143,2.361043e-11,103,9,26
"798",138,2.366243e-11,39,249,108
"799",138,2.378113e-11,39,248,109
"800",138,2.384444e-11,40,246,110
"801",138,2.38521e-11,41,245,110
"802",142,2.385405e-11,172,188,29
"803",138,2.394574e-11,39,245,111
"804",138,2.397254e-11,41,244,113
"805",138,2.399024e-11,40,245,113
"806",136,2.408598e-11,99,84,54
"807",138,2.416047e-11,40,245,112
"808",138,2.422575e-11,40,246,112
"809",138,2.43044e-11,41,245,114
"810",138,2.431032e-11,43,249,115
"811",143,2.431052e-11,105,10,28
"812",143,2.431454e-11,106,9,31
"813",143,2.432409e-11,103,11,33
"814",138,2.432517e-11,43,0,116
"815",143,2.432752e-11,101,10,34
"816",138,2.446337e-11,41,0,115
"817",138,2.450047e-11,43,248,113
"818",135,2.460861e-11,86,115,33
"819",138,2.478793e-11,46,248,113
"820",138,2.483007e-11,46,246,113
"821",132,2.48492e-11,132,131,5
"822",132,2.486051e-11,133,134,2
"823",138,2.487377e-11,45,244,114
"824",138,2.497462e-11,47,244,115
"825",138,2.500425e-11,49,245,115
"826",138,2.502442e-11,50,245,116
"827",138,2.515926e-11,51,247,117
"828",138,2.517492e-11,50,246,117
"829",141,2.5206e-11,56,80,30
"830",138,2.532647e-11,51,245,117
"831",132,2.533298e-11,130,134,0
"832",138,2.534229e-11,52,244,119
"833",138,2.534309e-11,52,243,122
"834",133,2.545534e-11,223,58,48
"835",138,2.546378e-11,48,243,121
"836",138,2.548403e-11,48,243,123
"837",138,2.55222e-11,48,239,124
"838",132,2.55969e-11,133,135,0
"839",138,2.577532e-11,49,240,128
"840",142,2.587015e-11,170,186,31
"841",132,2.59559e-11,132,135,1
"842",138,2.601194e-11,48,242,128
"843",138,2.603616e-11,44,240,128
"844",133,2.605221e-11,225,57,52
"845",132,2.609371e-11,132,134,2
"846",138,2.610495e-11,42,240,128
"847",135,2.61211e-11,89,116,35
"848",132,2.617372e-11,132,133,1
"849",138,2.621347e-11,41,240,129
"850",138,2.621946e-11,39,241,130
"851",132,2.622921e-11,131,133,1
"852",132,2.624495e-11,130,132,1
"853",143,2.626548e-11,100,8,36
"854",132,2.627987e-11,130,135,0
"855",138,2.628086e-11,41,240,132
"856",141,2.630951e-11,56,81,31
"857",142,2.654266e-11,173,184,32
"858",129,2.656198e-11,99,142,94
"859",142,2.658262e-11,174,182,31
"860",138,2.665614e-11,41,242,133
"861",132,2.666029e-11,130,134,0
"862",142,2.679506e-11,176,180,35
"863",141,2.684085e-11,54,79,32
"864",142,2.68806e-11,177,179,35
"865",141,2.688288e-11,51,80,33
"866",142,2.68952e-11,177,179,36
"867",141,2.698178e-11,51,79,35
"868",141,2.700437e-11,48,80,34
"869",132,2.702366e-11,131,133,2
"870",132,2.706114e-11,132,130,3
"871",142,2.711078e-11,178,176,37
"872",133,2.712144e-11,224,56,54
"873",132,2.712339e-11,134,130,3
"874",138,2.712914e-11,41,241,134
"875",141,2.713206e-11,47,82,33
"876",132,2.713423e-11,134,128,3
"877",142,2.714603e-11,179,176,39
"878",132,2.721235e-11,135,128,3
"879",131,2.726236e-11,101,17,70
"880",141,2.728399e-11,43,83,32
"881",141,2.730956e-11,42,83,34
"882",141,2.745184e-11,42,83,36
"883",138,2.745477e-11,41,244,136
"884",141,2.750272e-11,43,81,37
"885",130,2.75116e-11,233,107,29
"886",138,2.751892e-11,42,243,137
"887",141,2.753574e-11,42,80,36
"888",132,2.753641e-11,134,129,4
"889",141,2.75733e-11,40,77,38
"890",141,2.76636e-11,41,73,37
"891",141,2.771201e-11,39,74,39
"892",141,2.776033e-11,40,74,39
"893",141,2.780195e-11,40,73,40
"894",132,2.7816e-11,133,130,5
"895",141,2.785566e-11,41,73,40
"896",135,2.789289e-11,89,114,36
"897",141,2.792054e-11,42,76,41
"898",141,2.795367e-11,40,74,42
"899",141,2.801944e-11,41,74,42
"900",141,2.80605e-11,41,73,42
"901",135,2.821614e-11,89,114,35
"902",141,2.832206e-11,41,73,43
"903",132,2.842138e-11,132,130,5
"904",142,2.84459e-11,175,175,40
"905",141,2.850529e-11,41,75,47
"906",141,2.852585e-11,42,72,48
"907",131,2.85472e-11,104,14,69
"908",141,2.859796e-11,42,73,50
"909",132,2.867136e-11,131,130,5
"910",142,2.868497e-11,172,174,43
"911",138,2.872354e-11,44,244,137
"912",141,2.876525e-11,43,75,51
"913",141,2.881016e-11,41,77,51
"914",138,2.88395e-11,44,246,137
"915",129,2.888671e-11,101,140,98
"916",141,2.888993e-11,41,78,52
"917",138,2.891028e-11,44,245,138
"918",138,2.893119e-11,46,242,139
"919",133,2.894678e-11,224,55,56
"920",141,2.894738e-11,43,76,53
"921",131,2.896143e-11,103,15,69
"922",129,2.900899e-11,101,140,99
"923",141,2.904256e-11,44,75,53
"924",141,2.904457e-11,43,73,54
"925",142,2.905433e-11,169,173,46
"926",132,2.911201e-11,131,131,5
"927",141,2.912647e-11,43,74,54
"928",143,2.913235e-11,101,7,36
"929",143,2.914263e-11,104,10,38
"930",138,2.915408e-11,47,241,139
"931",141,2.918434e-11,41,72,54
"932",142,2.922839e-11,168,173,46
"933",132,2.927199e-11,132,131,5
"934",141,2.92847e-11,42,71,54
"935",138,2.930182e-11,49,241,139
"936",133,2.934444e-11,223,54,59
"937",129,2.93448e-11,102,140,99
"938",129,2.935698e-11,103,139,99
"939",138,2.939787e-11,48,242,140
"940",141,2.940037e-11,43,71,56
"941",138,2.941746e-11,48,243,141
"942",142,2.954667e-11,168,172,49
"943",138,2.96166e-11,46,243,142
"944",138,2.96286e-11,44,243,144
"945",132,2.966806e-11,131,131,5
"946",131,2.970507e-11,104,13,73
"947",138,2.972968e-11,46,243,146
"948",138,2.974362e-11,47,244,145
"949",138,2.975216e-11,45,242,146
"950",133,2.977431e-11,221,54,61
"951",141,2.977854e-11,42,71,56
"952",141,2.979809e-11,43,72,57
"953",138,2.982538e-11,46,242,146
"954",138,2.991238e-11,47,240,149
"955",138,2.997053e-11,47,240,151
"956",141,2.997909e-11,43,71,57
"957",141,3.006996e-11,44,72,57
"958",138,3.007348e-11,43,241,153
"959",138,3.007844e-11,47,239,153
"960",138,3.009418e-11,46,238,153
"961",138,3.011029e-11,48,237,153
"962",138,3.011866e-11,48,236,154
"963",133,3.018371e-11,222,55,62
"964",143,3.020451e-11,105,9,37
"965",138,3.026631e-11,46,238,155
"966",138,3.028871e-11,45,239,155
"967",141,3.0315e-11,42,75,60
"968",141,3.032777e-11,43,75,63
"969",141,3.034442e-11,41,75,63
"970",141,3.035132e-11,40,75,64
"971",132,3.03826e-11,132,133,3
"972",131,3.039788e-11,101,14,74
"973",138,3.042213e-11,46,238,155
"974",138,3.044055e-11,48,236,155
"975",132,3.047763e-11,132,130,2
"976",138,3.047923e-11,48,237,156
"977",142,3.053201e-11,167,174,52
"978",132,3.056228e-11,130,132,2
"979",130,3.056681e-11,233,108,32
"980",142,3.058e-11,166,171,52
"981",141,3.059288e-11,40,76,64
"982",132,3.06061e-11,131,132,2
"983",138,3.060707e-11,49,236,157
"984",132,3.06157e-11,130,129,1
"985",138,3.062683e-11,50,236,158
"986",137,3.068091e-11,181,57,15
"987",132,3.072325e-11,132,129,2
"988",132,3.073184e-11,133,128,2
"989",141,3.075103e-11,39,77,65
"990",138,3.075889e-11,49,237,158
"991",132,3.07704e-11,133,129,3
"992",141,3.078045e-11,40,76,65
"993",138,3.079193e-11,46,237,162
"994",135,3.081436e-11,91,116,35
"995",141,3.084305e-11,40,76,66
"996",132,3.085866e-11,131,129,4
"997",138,3.092529e-11,47,237,163
"998",132,3.093809e-11,132,128,2
"999",141,3.094123e-11,39,76,67
"1000",142,3.096727e-11,165,171,54
"1001",138,3.097253e-11,47,238,163
"1002",138,3.098178e-11,44,238,165
"1003",130,3.100674e-11,230,106,32
"1004",141,3.101178e-11,39,75,67
"1005",141,3.103052e-11,41,75,67
"1006",132,3.104577e-11,130,128,4
"1007",138,3.10619e-11,44,238,166
"1008",138,3.106981e-11,44,241,170
"1009",138,3.114816e-11,44,242,171
"1010",141,3.117867e-11,44,73,69
"1011",138,3.119731e-11,45,245,172
"1012",141,3.125064e-11,43,73,71
"1013",129,3.134172e-11,104,138,101
"1014",138,3.138528e-11,48,244,174
"1015",138,3.145595e-11,45,243,176
"1016",141,3.146271e-11,46,76,72
"1017",132,3.149473e-11,131,127,1
"1018",141,3.153807e-11,46,76,73
"1019",132,3.153882e-11,130,127,2
"1020",138,3.156083e-11,46,247,177
"1021",141,3.156627e-11,43,75,73
"1022",132,3.158076e-11,132,126,2
"1023",143,3.160224e-11,104,10,38
"1024",132,3.160921e-11,136,128,2
"1025",141,3.161286e-11,41,76,74
"1026",138,3.162268e-11,48,247,178
"1027",138,3.16256e-11,47,246,182
"1028",134,3.162918e-11,142,146,10
"1029",141,3.164222e-11,44,74,72
"1030",141,3.169059e-11,45,74,73
"1031",138,3.178833e-11,48,246,182
"1032",141,3.179162e-11,44,73,72
"1033",138,3.184336e-11,48,249,182
"1034",135,3.186075e-11,89,114,35
"1035",138,3.191424e-11,48,248,183
"1036",142,3.192979e-11,163,168,55
"1037",129,3.198499e-11,104,137,101
"1038",132,3.201157e-11,136,130,2
"1039",132,3.20393e-11,135,130,1
"1040",132,3.205999e-11,133,129,0
"1041",132,3.21141e-11,131,128,1
"1042",142,3.213609e-11,161,165,53
"1043",142,3.22024e-11,160,162,53
"1044",138,3.220473e-11,48,246,183
"1045",138,3.222336e-11,48,245,183
"1046",132,3.224686e-11,128,129,2
"1047",138,3.22559e-11,48,241,186
"1048",134,3.22581e-11,141,145,11
"1049",138,3.226176e-11,49,240,186
"1050",138,3.231304e-11,51,241,189
"1051",141,3.232853e-11,44,74,72
"1052",141,3.233937e-11,44,78,73
"1053",132,3.234359e-11,129,129,2
"1054",131,3.234628e-11,98,16,73
"1055",141,3.236296e-11,43,80,74
"1056",141,3.236393e-11,42,80,73
"1057",131,3.237303e-11,96,15,75
"1058",141,3.237596e-11,45,80,76
"1059",130,3.238128e-11,231,102,33
"1060",138,3.238146e-11,49,242,190
"1061",141,3.242281e-11,47,79,76
"1062",141,3.24464e-11,46,80,76
"1063",138,3.244935e-11,48,245,189
"1064",129,3.246263e-11,103,138,104
"1065",138,3.246638e-11,47,245,191
"1066",142,3.248015e-11,161,161,55
"1067",142,3.248601e-11,161,162,55
"1068",141,3.248929e-11,46,79,76
"1069",132,3.254964e-11,131,128,2
"1070",142,3.262266e-11,163,163,55
"1071",141,3.263463e-11,48,81,75
"1072",132,3.271157e-11,130,128,3
"1073",141,3.281625e-11,46,83,74
"1074",132,3.285599e-11,131,129,1
"1075",141,3.286083e-11,44,79,74
"1076",132,3.286514e-11,133,127,0
"1077",132,3.290691e-11,135,128,0
"1078",141,3.292026e-11,45,81,77
"1079",142,3.293285e-11,161,160,56
"1080",138,3.294399e-11,48,245,193
"1081",142,3.295181e-11,159,164,58
"1082",142,3.296804e-11,163,164,58
"1083",142,3.298036e-11,162,164,58
"1084",142,3.298067e-11,161,165,57
"1085",142,3.298101e-11,161,164,57
"1086",138,3.299341e-11,48,246,195
"1087",134,3.300432e-11,142,145,13
"1088",141,3.300537e-11,44,80,79
"1089",134,3.30353e-11,143,143,16
"1090",129,3.303756e-11,104,137,107
"1091",142,3.305847e-11,160,164,58
"1092",138,3.30664e-11,49,246,197
"1093",142,3.30781e-11,163,163,58
"1094",142,3.309567e-11,162,163,58
"1095",138,3.310278e-11,50,243,198
"1096",142,3.311369e-11,164,162,59
"1097",142,3.312077e-11,164,162,60
"1098",137,3.312086e-11,181,60,19
"1099",142,3.314994e-11,164,162,65
"1100",129,3.31547e-11,101,136,109
"1101",143,3.318039e-11,104,8,40
"1102",132,3.318589e-11,135,128,3
"1103",134,3.320363e-11,142,142,15
"1104",138,3.322062e-11,49,245,200
"1105",129,3.322918e-11,101,136,112
"1106",129,3.323336e-11,102,135,110
"1107",134,3.323367e-11,144,141,18
"1108",138,3.324742e-11,50,246,200
"1109",142,3.327361e-11,163,162,66
"1110",129,3.327746e-11,102,133,111
"1111",129,3.329012e-11,105,133,111
"1112",142,3.329454e-11,162,163,66
"1113",138,3.331316e-11,47,247,201
"1114",142,3.331375e-11,162,164,69
"1115",129,3.333429e-11,105,133,112
"1116",138,3.337888e-11,46,247,201
"1117",138,3.339751e-11,47,247,201
"1118",138,3.341852e-11,44,249,200
"1119",138,3.341963e-11,43,249,199
"1120",138,3.34334e-11,42,247,199
"1121",132,3.3437e-11,134,129,3
"1122",132,3.344575e-11,134,129,4
"1123",129,3.347108e-11,106,134,114
"1124",129,3.347157e-11,104,134,114
"1125",129,3.347466e-11,104,133,113
"1126",129,3.352943e-11,102,133,114
"1127",134,3.355189e-11,144,140,20
"1128",137,3.35611e-11,182,64,19
"1129",138,3.357155e-11,39,247,200
"1130",134,3.35895e-11,144,140,18
"1131",134,3.359778e-11,142,142,20
"1132",134,3.366661e-11,144,139,21
"1133",138,3.370629e-11,38,246,200
"1134",138,3.373327e-11,39,244,202
"1135",129,3.375596e-11,103,130,114
"1136",142,3.375614e-11,161,163,70
"1137",138,3.376404e-11,38,246,202
"1138",129,3.377053e-11,104,129,113
"1139",134,3.379556e-11,142,140,22
"1140",129,3.382807e-11,104,130,113
"1141",142,3.385332e-11,161,163,73
"1142",142,3.386331e-11,163,161,76
"1143",132,3.388484e-11,133,130,5
"1144",134,3.389293e-11,140,140,22
"1145",129,3.390375e-11,103,130,113
"1146",130,3.392203e-11,233,101,34
"1147",129,3.392583e-11,103,127,115
"1148",132,3.396174e-11,132,132,4
"1149",138,3.397476e-11,40,245,201
"1150",142,3.397713e-11,163,160,78
"1151",137,3.399555e-11,183,65,23
"1152",129,3.410049e-11,102,127,116
"1153",137,3.412538e-11,182,66,23
"1154",138,3.412838e-11,39,245,202
"1155",129,3.413181e-11,104,128,116
"1156",137,3.415519e-11,183,70,25
"1157",138,3.41654e-11,38,246,203
"1158",142,3.416541e-11,164,159,79
"1159",138,3.416735e-11,37,245,204
"1160",138,3.420189e-11,39,243,206
"1161",129,3.4203e-11,104,128,118
"1162",138,3.42237e-11,38,241,207
"1163",129,3.424481e-11,103,128,118
"1164",137,3.425814e-11,182,71,27
"1165",138,3.42631e-11,39,242,208
"1166",137,3.426737e-11,181,71,27
"1167",142,3.427273e-11,161,161,79
"1168",129,3.427555e-11,100,130,118
"1169",137,3.434758e-11,184,70,29
"1170",129,3.435463e-11,102,129,119
"1171",138,3.435823e-11,43,240,208
"1172",138,3.436767e-11,44,238,208
"1173",132,3.439944e-11,131,132,4
"1174",142,3.443873e-11,161,162,81
"1175",129,3.447377e-11,101,129,119
"1176",129,3.452273e-11,101,128,121
"1177",132,3.45841e-11,131,129,4
"1178",129,3.460866e-11,102,130,123
"1179",138,3.462422e-11,43,240,206
"1180",129,3.464903e-11,100,132,124
"1181",142,3.466964e-11,163,159,81
"1182",138,3.467788e-11,43,239,206
"1183",132,3.468359e-11,131,129,3
"1184",129,3.469836e-11,99,131,124
"1185",142,3.469963e-11,163,160,82
"1186",138,3.473916e-11,42,240,207
"1187",129,3.474071e-11,98,127,124
"1188",138,3.474556e-11,42,240,209
"1189",142,3.478814e-11,163,159,84
"1190",142,3.480209e-11,163,159,85
"1191",142,3.480461e-11,163,158,85
"1192",132,3.481211e-11,131,129,2
"1193",132,3.482422e-11,132,128,3
"1194",142,3.484264e-11,163,160,87
"1195",132,3.487552e-11,129,129,3
"1196",129,3.487897e-11,100,128,127
"1197",138,3.489465e-11,42,240,210
"1198",141,3.492798e-11,44,78,79
"1199",129,3.495245e-11,100,129,131
"1200",129,3.495498e-11,101,130,131
"1201",129,3.49755e-11,101,129,131
"1202",138,3.497664e-11,43,239,209
"1203",132,3.498491e-11,131,129,2
"1204",142,3.499239e-11,163,162,87
"1205",142,3.501422e-11,162,162,87
"1206",129,3.504538e-11,101,130,131
"1207",138,3.504751e-11,42,238,212
"1208",142,3.505304e-11,162,160,89
"1209",142,3.505918e-11,161,161,89
"1210",138,3.506904e-11,45,239,212
"1211",129,3.507839e-11,102,127,132
"1212",129,3.508251e-11,103,123,131
"1213",138,3.508439e-11,48,238,212
"1214",132,3.513134e-11,134,126,2
"1215",142,3.513522e-11,161,161,90
"1216",132,3.516133e-11,134,129,1
"1217",141,3.516856e-11,44,80,79
"1218",142,3.517025e-11,161,160,92
"1219",142,3.521661e-11,161,159,94
"1220",138,3.523422e-11,47,238,212
"1221",132,3.526056e-11,133,129,1
"1222",129,3.527288e-11,104,124,130
"1223",132,3.527368e-11,134,128,2
"1224",138,3.527829e-11,48,239,213
"1225",134,3.528989e-11,142,140,24
"1226",142,3.533152e-11,160,159,95
"1227",138,3.533952e-11,48,238,214
"1228",143,3.535542e-11,105,9,43
"1229",129,3.542673e-11,105,127,130
"1230",138,3.543445e-11,46,240,215
"1231",134,3.545809e-11,142,138,24
"1232",138,3.546588e-11,43,238,214
"1233",137,3.547336e-11,185,67,32
"1234",129,3.55044e-11,104,127,132
"1235",142,3.553345e-11,162,158,95
"1236",132,3.553738e-11,132,128,2
"1237",132,3.553977e-11,133,127,2
"1238",142,3.554031e-11,160,158,97
"1239",132,3.554941e-11,135,129,2
"1240",138,3.555924e-11,44,238,217
"1241",142,3.557372e-11,158,159,99
"1242",138,3.560328e-11,44,239,217
"1243",142,3.562077e-11,158,160,103
"1244",138,3.564992e-11,43,238,217
"1245",131,3.565025e-11,94,15,75
"1246",132,3.565823e-11,135,130,1
"1247",132,3.566668e-11,133,132,1
"1248",132,3.567166e-11,130,132,4
"1249",129,3.572188e-11,107,127,135
"1250",138,3.573517e-11,42,238,218
"1251",129,3.573962e-11,106,124,134
"1252",142,3.575357e-11,157,159,105
"1253",129,3.577008e-11,103,122,134
"1254",138,3.577376e-11,44,237,218
"1255",129,3.578521e-11,103,123,137
"1256",137,3.581412e-11,183,67,33
"1257",129,3.5837e-11,101,124,140
"1258",142,3.58457e-11,157,160,108
"1259",129,3.584826e-11,99,123,142
"1260",129,3.586534e-11,99,122,142
"1261",132,3.58971e-11,131,128,4
"1262",129,3.593011e-11,99,123,145
"1263",143,3.593426e-11,106,10,44
"1264",142,3.595615e-11,158,159,107
"1265",143,3.6004e-11,105,9,45
"1266",142,3.601097e-11,159,159,107
"1267",138,3.602234e-11,44,237,217
"1268",129,3.603369e-11,100,123,146
"1269",129,3.605754e-11,99,123,146
"1270",132,3.606015e-11,130,129,4
"1271",142,3.608588e-11,159,159,108
"1272",137,3.610276e-11,183,69,35
"1273",129,3.616408e-11,96,125,148
"1274",142,3.616936e-11,160,161,108
"1275",137,3.619438e-11,182,70,35
"1276",138,3.6237e-11,45,237,218
"1277",137,3.624901e-11,181,70,37
"1278",142,3.631097e-11,161,161,109
"1279",142,3.633658e-11,162,163,110
"1280",142,3.636285e-11,162,164,110
"1281",137,3.637321e-11,179,68,39
"1282",132,3.640565e-11,131,128,4
"1283",142,3.640991e-11,164,165,114
"1284",131,3.641671e-11,93,17,79
"1285",141,3.641945e-11,44,79,79
"1286",138,3.6422e-11,46,237,217
"1287",142,3.646634e-11,168,164,115
"1288",142,3.648233e-11,169,166,116
"1289",138,3.653253e-11,47,238,217
"1290",142,3.657746e-11,168,164,116
"1291",129,3.658885e-11,97,124,147
"1292",132,3.662451e-11,134,129,4
"1293",138,3.665167e-11,45,241,218
"1294",142,3.666086e-11,170,162,116
"1295",138,3.669271e-11,48,243,221
"1296",129,3.669432e-11,96,126,149
"1297",138,3.670077e-11,47,245,221
"1298",137,3.67034e-11,178,69,38
"1299",141,3.672727e-11,46,80,79
"1300",142,3.674249e-11,170,161,117
"1301",129,3.679475e-11,96,127,150
"1302",129,3.680102e-11,97,130,149
"1303",129,3.680896e-11,95,131,151
"1304",134,3.685853e-11,143,137,24
"1305",138,3.68684e-11,45,244,222
"1306",138,3.688094e-11,45,246,224
"1307",142,3.692061e-11,170,162,120
"1308",142,3.692581e-11,170,164,120
"1309",143,3.692721e-11,104,11,48
"1310",129,3.692976e-11,98,133,151
"1311",138,3.694149e-11,45,247,224
"1312",138,3.696419e-11,45,246,226
"1313",142,3.697621e-11,170,162,122
"1314",142,3.697706e-11,166,162,120
"1315",138,3.699009e-11,45,247,226
"1316",132,3.699347e-11,134,128,4
"1317",129,3.699364e-11,96,131,152
"1318",138,3.699671e-11,43,247,226
"1319",129,3.700865e-11,98,132,151
"1320",132,3.700865e-11,134,129,4
"1321",142,3.70405e-11,164,162,122
"1322",142,3.708138e-11,163,161,122
"1323",142,3.710704e-11,164,158,121
"1324",129,3.713681e-11,100,134,150
"1325",142,3.718283e-11,163,159,123
"1326",142,3.71974e-11,161,161,123
"1327",129,3.719832e-11,101,135,150
"1328",131,3.720326e-11,97,14,79
"1329",142,3.722106e-11,159,162,123
"1330",132,3.722935e-11,134,128,2
"1331",137,3.723188e-11,179,66,40
"1332",129,3.723361e-11,103,135,149
"1333",138,3.727973e-11,46,247,226
"1334",138,3.730492e-11,47,1,226
"1335",129,3.730891e-11,101,134,150
"1336",142,3.732877e-11,159,161,124
"1337",142,3.735163e-11,160,161,125
"1338",132,3.735366e-11,134,128,3
"1339",134,3.735739e-11,146,139,26
"1340",142,3.739384e-11,160,163,125
"1341",142,3.743579e-11,160,161,125
"1342",138,3.744467e-11,47,249,226
"1343",138,3.74459e-11,47,249,227
"1344",132,3.744869e-11,133,129,2
"1345",142,3.745222e-11,161,162,124
"1346",132,3.745652e-11,131,128,4
"1347",138,3.746876e-11,51,249,229
"1348",137,3.746922e-11,182,69,40
"1349",129,3.747943e-11,102,135,148
"1350",129,3.748982e-11,101,135,150
"1351",142,3.749231e-11,161,163,123
"1352",132,3.749389e-11,130,129,4
"1353",142,3.749832e-11,160,163,124
"1354",142,3.751356e-11,162,163,125
"1355",142,3.754986e-11,162,162,126
"1356",134,3.755826e-11,148,140,27
"1357",138,3.758535e-11,51,245,230
"1358",129,3.758719e-11,103,134,152
"1359",142,3.759954e-11,161,164,129
"1360",132,3.761657e-11,131,129,3
