Geometry,C11,C12,C22,C16,C26,C66,
000000010001110,0.31803373,0.19468132,0.31803373,0.00000000,0.00000000,0.25566418,
000000010001111,0.31467140,0.18810483,0.31467140,0.00000000,0.00000000,0.25419249,
000000010010000,0.52922675,0.41490610,0.52922675,0.00000000,0.00000000,0.51889078,
000000010010001,0.45115164,0.36342378,0.45115164,0.00000000,0.00000000,0.47767932,
000000010010010,0.35671415,0.27260581,0.35671415,0.00000000,0.00000000,0.40878848,
000000010010011,0.31125021,0.21517326,0.31125021,0.00000000,0.00000000,0.32991035,
000000010010100,0.42723286,0.28365170,0.42723286,0.00000000,0.00000000,0.30241818,
000000010010101,0.32727629,0.24321595,0.32727629,0.00000000,0.00000000,0.28872594,
000000010010110,0.24454493,0.13182295,0.24454493,0.00000000,0.00000000,0.08715997,
000000010010111,0.23962373,0.12723986,0.23962373,0.00000000,0.00000000,0.08649221,
000000010011000,0.32169723,0.22927692,0.32169723,0.00000000,0.00000000,0.26838612,
000000010011001,0.31497809,0.21786282,0.31497809,0.00000000,0.00000000,0.16538213,
000000010011010,0.27509099,0.20404930,0.27509099,0.00000000,0.00000000,0.20265901,
000000010011011,0.23607311,0.12531956,0.23607311,0.00000000,0.00000000,0.07470176,
000000010011100,0.24219312,0.13552129,0.24219312,0.00000000,0.00000000,0.07234401,
000000010011101,0.24156217,0.13444993,0.24156217,0.00000000,0.00000000,0.07133048,
000000010011110,0.23512854,0.12470059,0.23512854,0.00000000,0.00000000,0.06887343,
000000010011111,0.23299722,0.12042732,0.23299722,0.00000000,0.00000000,0.06878344,
000000010100000,0.62502548,0.54436128,0.62502548,0.00000000,0.00000000,0.68032711,
000000010100001,0.55156251,0.48336091,0.55156251,0.00000000,0.00000000,0.62056004,
000000010100010,0.46710304,0.40640100,0.46710304,0.00000000,0.00000000,0.54926899,
000000010100011,0.42746866,0.37148302,0.42746866,0.00000000,0.00000000,0.47260530,
000000010100100,0.56070965,0.46406635,0.56070965,0.00000000,0.00000000,0.57538266,
000000010100101,0.45153194,0.37941940,0.45153194,0.00000000,0.00000000,0.51918445,
000000010100110,0.36558774,0.26103295,0.36558774,0.00000000,0.00000000,0.28343941,
000000010100111,0.36119464,0.25509976,0.36119464,0.00000000,0.00000000,0.28271703,
000000010101000,0.44185570,0.35657377,0.44185570,0.00000000,0.00000000,0.48803907,
000000010101001,0.42375555,0.32371460,0.42375555,0.00000000,0.00000000,0.35195002,
000000010101010,0.35745179,0.27246750,0.35745179,0.00000000,0.00000000,0.36972590,
000000010101011,0.29735833,0.19148280,0.29735833,0.00000000,0.00000000,0.25414764,
000000010101100,0.38505674,0.30771500,0.38505674,0.00000000,0.00000000,0.45091554,
000000010101101,0.36451556,0.27995295,0.36451556,0.00000000,0.00000000,0.31520733,
000000010101110,0.29453828,0.18765679,0.29453828,0.00000000,0.00000000,0.23534983,
000000010101111,0.29137827,0.18179420,0.29137827,0.00000000,0.00000000,0.23387630,
000000010110000,0.44668880,0.31492002,0.44668880,0.00000000,0.00000000,0.36253050,
000000010110001,0.38095606,0.30617717,0.38095606,0.00000000,0.00000000,0.36092784,
000000010110010,0.30744387,0.21866332,0.30744387,0.00000000,0.00000000,0.31192673,
000000010110011,0.28331588,0.22157331,0.28331588,0.00000000,0.00000000,0.30054364,
000000010110100,0.42160629,0.27711911,0.42160629,0.00000000,0.00000000,0.29106278,
000000010110101,0.32191980,0.23861112,0.32191980,0.00000000,0.00000000,0.27755861,
000000010110110,0.23893265,0.12782304,0.23893265,0.00000000,0.00000000,0.08235304,
000000010110111,0.23486594,0.12439350,0.23486594,0.00000000,0.00000000,0.08180681,
000000010111000,0.24194821,0.13373392,0.24194821,0.00000000,0.00000000,0.06882180,
000000010111001,0.24149098,0.13303330,0.24149098,0.00000000,0.00000000,0.06863863,
000000010111010,0.23550436,0.12610180,0.23550436,0.00000000,0.00000000,0.06817920,
000000010111011,0.23224155,0.12029713,0.23224155,0.00000000,0.00000000,0.06617864,
000000010111100,0.23820133,0.12824062,0.23820133,0.00000000,0.00000000,0.06770172,
000000010111101,0.23765578,0.12745441,0.23765578,0.00000000,0.00000000,0.06702455,
000000010111110,0.23227969,0.12009343,0.23227969,0.00000000,0.00000000,0.06543673,
000000010111111,0.23041856,0.11685775,0.23041856,0.00000000,0.00000000,0.06538286,
000000011000000,0.51149948,0.41110708,0.51149948,0.00000000,0.00000000,0.53060004,
000000011000001,0.49108676,0.36979422,0.49108676,0.00000000,0.00000000,0.35666358,
000000011000010,0.45278342,0.30884073,0.45278342,0.00000000,0.00000000,0.30688601,
000000011000011,0.42467000,0.26014364,0.42467000,0.00000000,0.00000000,0.15167551,
000000011000100,0.46518577,0.33485571,0.46518577,0.00000000,0.00000000,0.41658837,
000000011000101,0.44959714,0.30642331,0.44959714,0.00000000,0.00000000,0.31106961,
000000011000110,0.41474024,0.24745005,0.41474024,0.00000000,0.00000000,0.09974424,
000000011000111,0.41233765,0.24308520,0.41233765,0.00000000,0.00000000,0.09798025,
000000011001000,0.42596489,0.38190893,0.42596489,0.00000000,0.00000000,0.47128315,
000000011001001,0.39491120,0.32389776,0.39491120,0.00000000,0.00000000,0.20503291,
000000011001010,0.29921335,0.21324865,0.29921335,0.00000000,0.00000000,0.25886505,
000000011001011,0.23008643,0.11578138,0.23008643,0.00000000,0.00000000,0.06598361,
000000011001100,0.34675942,0.27730970,0.34675942,0.00000000,0.00000000,0.35674669,
000000011001101,0.32759947,0.23933075,0.32759947,0.00000000,0.00000000,0.15158041,
000000011001110,0.22892534,0.11829970,0.22892534,0.00000000,0.00000000,0.06925664,
000000011001111,0.22601229,0.11407848,0.22601229,0.00000000,0.00000000,0.06588388,
000000011010000,0.31425161,0.22349194,0.31425161,0.00000000,0.00000000,0.27607718,
000000011010001,0.30894730,0.21296205,0.30894730,0.00000000,0.00000000,0.17624138,
000000011010010,0.28895109,0.19011268,0.28895109,0.00000000,0.00000000,0.20429332,
000000011010011,0.26590086,0.14422065,0.26590086,0.00000000,0.00000000,0.06940440,
000000011010100,0.23392594,0.12998511,0.23392594,0.00000000,0.00000000,0.08870151,
000000011010101,0.23322404,0.12891385,0.23322404,0.00000000,0.00000000,0.08644028,
000000011010110,0.22729356,0.11849651,0.22729356,0.00000000,0.00000000,0.06475767,
000000011010111,0.22498508,0.11466082,0.22498508,0.00000000,0.00000000,0.06429646,
000000011011000,0.30533261,0.21372525,0.30533261,0.00000000,0.00000000,0.26426979,
000000011011001,0.29891025,0.20408526,0.29891025,0.00000000,0.00000000,0.15885593,
000000011011010,0.26168673,0.19092271,0.26168673,0.00000000,0.00000000,0.19700661,
000000011011011,0.22291180,0.11359680,0.22291180,0.00000000,0.00000000,0.06477345,
000000011011100,0.22604737,0.12063200,0.22604737,0.00000000,0.00000000,0.06953467,
000000011011101,0.22570854,0.11994462,0.22570854,0.00000000,0.00000000,0.06825993,
000000011011110,0.22182621,0.11269916,0.22182621,0.00000000,0.00000000,0.06431237,
000000011011111,0.22029336,0.10965884,0.22029336,0.00000000,0.00000000,0.06374453,
000000011100000,0.38414648,0.30266570,0.38414648,0.00000000,0.00000000,0.41238613,
000000011100001,0.37506281,0.28499398,0.37506281,0.00000000,0.00000000,0.30427191,
000000011100010,0.35806891,0.25796373,0.35806891,0.00000000,0.00000000,0.27152121,
000000011100011,0.34172764,0.23332732,0.34172764,0.00000000,0.00000000,0.13948279,
000000011100100,0.36255395,0.27840690,0.36255395,0.00000000,0.00000000,0.35748913,
000000011100101,0.35090040,0.26015986,0.35090040,0.00000000,0.00000000,0.27553907,
000000011100110,0.32669022,0.21831241,0.32669022,0.00000000,0.00000000,0.08475063,
000000011100111,0.32461367,0.21472058,0.32461367,0.00000000,0.00000000,0.08261200,
000000011101000,0.34441509,0.27111871,0.34441509,0.00000000,0.00000000,0.35819388,
000000011101001,0.33091169,0.24493211,0.33091169,0.00000000,0.00000000,0.18695358,
000000011101010,0.28059747,0.18798031,0.28059747,0.00000000,0.00000000,0.22423045,
000000011101011,0.22840665,0.11395944,0.22840665,0.00000000,0.00000000,0.06406528,
000000011101100,0.31062751,0.24119069,0.31062751,0.00000000,0.00000000,0.31025356,
000000011101101,0.29708805,0.21436444,0.29708805,0.00000000,0.00000000,0.11727403,
000000011101110,0.22732898,0.11637625,0.22732898,0.00000000,0.00000000,0.06732600,
000000011101111,0.22463983,0.11218865,0.22463983,0.00000000,0.00000000,0.06383247,
000000011110000,0.23321032,0.12985305,0.23321032,0.00000000,0.00000000,0.08792175,
000000011110001,0.23278038,0.12924467,0.23278038,0.00000000,0.00000000,0.08696535,
000000011110010,0.23165525,0.12763266,0.23165525,0.00000000,0.00000000,0.08618854,
000000011110011,0.22937452,0.12707364,0.22937452,0.00000000,0.00000000,0.06662123,
000000011110100,0.22984499,0.12428129,0.22984499,0.00000000,0.00000000,0.08271927,
000000011110101,0.22916601,0.12343398,0.22916601,0.00000000,0.00000000,0.08071160,
000000011110110,0.22362884,0.11483706,0.22362884,0.00000000,0.00000000,0.06238646,
000000011110111,0.22159627,0.11191190,0.22159627,0.00000000,0.00000000,0.06197977,
000000011111000,0.22584526,0.11904708,0.22584526,0.00000000,0.00000000,0.06655946,
