Geometry,C11,C12,C22,C16,C26,C66,
000111010010110,0.03028242,0.04302726,0.03028242,0.00000000,0.00000000,0.00257397,
000111010010111,0.02826787,0.03909476,0.02826787,0.00000000,0.00000000,0.00236970,
000111010011000,0.10045229,0.12260149,0.10045229,0.00000000,0.00000000,0.17122976,
000111010011001,0.09467478,0.11553910,0.09467478,0.00000000,0.00000000,0.08866809,
000111010011010,0.06226438,0.10584446,0.06226438,0.00000000,0.00000000,0.12002604,
000111010011011,0.02609506,0.03851779,0.02609506,0.00000000,0.00000000,0.00316692,
000111010011100,0.02940855,0.04518985,0.02940855,0.00000000,0.00000000,0.00704847,
000111010011101,0.02909066,0.04460577,0.02909066,0.00000000,0.00000000,0.00598106,
000111010011110,0.02514811,0.03796487,0.02514811,0.00000000,0.00000000,0.00228915,
000111010011111,0.02350157,0.03523063,0.02350157,0.00000000,0.00000000,0.00179126,
000111010100000,0.16981842,0.19711130,0.16981842,0.00000000,0.00000000,0.28857643,
000111010100001,0.16286684,0.18331818,0.16286684,0.00000000,0.00000000,0.20720170,
000111010100010,0.14935964,0.15959749,0.14935964,0.00000000,0.00000000,0.18695227,
000111010100011,0.13592527,0.13631568,0.13592527,0.00000000,0.00000000,0.07552683,
000111010100100,0.15154774,0.17134484,0.15154774,0.00000000,0.00000000,0.24339766,
000111010100101,0.14292619,0.15700934,0.14292619,0.00000000,0.00000000,0.18150732,
000111010100110,0.12512378,0.12506844,0.12512378,0.00000000,0.00000000,0.01945712,
000111010100111,0.12369669,0.12254188,0.12369669,0.00000000,0.00000000,0.01742895,
000111010101000,0.15200796,0.18152845,0.15200796,0.00000000,0.00000000,0.25884497,
000111010101001,0.14249379,0.16247417,0.14249379,0.00000000,0.00000000,0.12025232,
000111010101010,0.10688814,0.10998639,0.10688814,0.00000000,0.00000000,0.15325555,
000111010101011,0.06715792,0.04766359,0.06715792,0.00000000,0.00000000,0.00645270,
000111010101100,0.12310152,0.14194978,0.12310152,0.00000000,0.00000000,0.21610201,
000111010101101,0.11459806,0.12580583,0.11459806,0.00000000,0.00000000,0.06349558,
000111010101110,0.06077689,0.03618031,0.06077689,0.00000000,0.00000000,0.00942532,
000111010101111,0.05931395,0.03359852,0.05931395,0.00000000,0.00000000,0.00625765,
000111010110000,0.03402983,0.05784490,0.03402983,0.00000000,0.00000000,0.03117776,
000111010110001,0.03370596,0.05722015,0.03370596,0.00000000,0.00000000,0.03112372,
000111010110010,0.03285458,0.05555291,0.03285458,0.00000000,0.00000000,0.02973563,
000111010110011,0.03165125,0.05350988,0.03165125,0.00000000,0.00000000,0.02416267,
000111010110100,0.03131208,0.05272087,0.03131208,0.00000000,0.00000000,0.02382439,
000111010110101,0.03078311,0.05173804,0.03078311,0.00000000,0.00000000,0.01335512,
000111010110110,0.02612597,0.04265446,0.02612597,0.00000000,0.00000000,0.00254238,
000111010110111,0.02438879,0.03937761,0.02438879,0.00000000,0.00000000,0.00236385,
000111010111000,0.02827773,0.04748796,0.02827773,0.00000000,0.00000000,0.00701242,
000111010111001,0.02805144,0.04702853,0.02805144,0.00000000,0.00000000,0.00679769,
000111010111010,0.02534530,0.04163795,0.02534530,0.00000000,0.00000000,0.00663510,
000111010111011,0.02286705,0.03667055,0.02286705,0.00000000,0.00000000,0.00230790,
000111010111100,0.02602245,0.04323120,0.02602245,0.00000000,0.00000000,0.00558797,
000111010111101,0.02575993,0.04269894,0.02575993,0.00000000,0.00000000,0.00483661,
000111010111110,0.02276281,0.03677884,0.02276281,0.00000000,0.00000000,0.00216634,
000111010111111,0.02148011,0.03417642,0.02148011,0.00000000,0.00000000,0.00173558,
000111011000000,0.26418878,0.21847171,0.26418878,0.00000000,0.00000000,0.34406338,
000111011000001,0.25106859,0.19308583,0.25106859,0.00000000,0.00000000,0.23715677,
000111011000010,0.22606349,0.15113409,0.22606349,0.00000000,0.00000000,0.20351029,
000111011000011,0.20715306,0.11497563,0.20715306,0.00000000,0.00000000,0.08097696,
000111011000100,0.23333758,0.16899976,0.23333758,0.00000000,0.00000000,0.27735159,
000111011000101,0.22355093,0.14942008,0.22355093,0.00000000,0.00000000,0.20627904,
000111011000110,0.19989468,0.10630147,0.19989468,0.00000000,0.00000000,0.03443179,
000111011000111,0.19822072,0.10297668,0.19822072,0.00000000,0.00000000,0.03277438,
000111011001000,0.19100450,0.23988311,0.19100450,0.00000000,0.00000000,0.31135860,
000111011001001,0.16676488,0.20419800,0.16676488,0.00000000,0.00000000,0.12651700,
000111011001010,0.08846955,0.12463315,0.08846955,0.00000000,0.00000000,0.16898647,
000111011001011,0.02870009,0.03372606,0.02870009,0.00000000,0.00000000,0.00246980,
000111011001100,0.13047670,0.16849387,0.13047670,0.00000000,0.00000000,0.23894278,
000111011001101,0.11513504,0.14020446,0.11513504,0.00000000,0.00000000,0.08127636,
000111011001110,0.02806490,0.03519179,0.02806490,0.00000000,0.00000000,0.00568623,
000111011001111,0.02502563,0.03357160,0.02502563,0.00000000,0.00000000,0.00237243,
000111011010000,0.10055680,0.12317308,0.10055680,0.00000000,0.00000000,0.17650539,
000111011010001,0.09633850,0.11580716,0.09633850,0.00000000,0.00000000,0.10052569,
000111011010010,0.08061087,0.09681969,0.08061087,0.00000000,0.00000000,0.12406615,
000111011010011,0.06100455,0.05918159,0.06100455,0.00000000,0.00000000,0.00643925,
000111011010100,0.02837880,0.04674971,0.02837880,0.00000000,0.00000000,0.01756824,
000111011010101,0.02804502,0.04614946,0.02804502,0.00000000,0.00000000,0.01488592,
000111011010110,0.02448793,0.03966218,0.02448793,0.00000000,0.00000000,0.00239987,
000111011010111,0.02292189,0.03672736,0.02292189,0.00000000,0.00000000,0.00199144,
000111011011000,0.09512562,0.11764391,0.09512562,0.00000000,0.00000000,0.17114006,
000111011011001,0.08942949,0.11124389,0.08942949,0.00000000,0.00000000,0.08834709,
000111011011010,0.05767581,0.10232944,0.05767581,0.00000000,0.00000000,0.11980114,
000111011011011,0.02131255,0.03633192,0.02131255,0.00000000,0.00000000,0.00225112,
000111011011100,0.02389075,0.04013610,0.02389075,0.00000000,0.00000000,0.00682480,
000111011011101,0.02361485,0.03975592,0.02361485,0.00000000,0.00000000,0.00590745,
000111011011110,0.02048022,0.03481873,0.02048022,0.00000000,0.00000000,0.00215402,
000111011011111,0.01889394,0.03318915,0.01889394,0.00000000,0.00000000,0.00152888,
000111011100000,0.16236415,0.18937858,0.16236415,0.00000000,0.00000000,0.28441728,
000111011100001,0.15571168,0.17590816,0.15571168,0.00000000,0.00000000,0.20094035,
000111011100010,0.14273983,0.15227561,0.14273983,0.00000000,0.00000000,0.18088096,
000111011100011,0.13001791,0.12885857,0.13001791,0.00000000,0.00000000,0.06651895,
000111011100100,0.14354729,0.16562215,0.14354729,0.00000000,0.00000000,0.23961702,
000111011100101,0.13624756,0.15195147,0.13624756,0.00000000,0.00000000,0.17711037,
000111011100110,0.11896386,0.11927592,0.11896386,0.00000000,0.00000000,0.01609664,
000111011100111,0.11748095,0.11639612,0.11748095,0.00000000,0.00000000,0.01400923,
000111011101000,0.13188458,0.17821528,0.13188458,0.00000000,0.00000000,0.25551385,
000111011101001,0.11980246,0.15853411,0.11980246,0.00000000,0.00000000,0.11644085,
000111011101010,0.07518477,0.10863432,0.07518477,0.00000000,0.00000000,0.14983021,
000111011101011,0.02780719,0.03415521,0.02780719,0.00000000,0.00000000,0.00246752,
000111011101100,0.10160339,0.15053304,0.10160339,0.00000000,0.00000000,0.21264293,
000111011101101,0.09075695,0.12940662,0.09075695,0.00000000,0.00000000,0.05789791,
000111011101110,0.02713090,0.03556321,0.02713090,0.00000000,0.00000000,0.00560715,
000111011101111,0.02436843,0.03368996,0.02436843,0.00000000,0.00000000,0.00235892,
000111011110000,0.02696854,0.04971542,0.02696854,0.00000000,0.00000000,0.01904640,
000111011110001,0.02676474,0.04931084,0.02676474,0.00000000,0.00000000,0.01871387,
000111011110010,0.02622831,0.04823448,0.02622831,0.00000000,0.00000000,0.01838547,
000111011110011,0.02537474,0.04668447,0.02537474,0.00000000,0.00000000,0.00612175,
000111011110100,0.02477064,0.04548080,0.02477064,0.00000000,0.00000000,0.01556263,
000111011110101,0.02447555,0.04489862,0.02447555,0.00000000,0.00000000,0.01286784,
000111011110110,0.02143983,0.03886566,0.02143983,0.00000000,0.00000000,0.00236942,
000111011110111,0.02013119,0.03627605,0.02013119,0.00000000,0.00000000,0.00198856,
000111011111000,0.02290397,0.04205403,0.02290397,0.00000000,0.00000000,0.00679121,
000111011111001,0.02272630,0.04171222,0.02272630,0.00000000,0.00000000,0.00660990,
000111011111010,0.02042900,0.03710126,0.02042900,0.00000000,0.00000000,0.00650710,
000111011111011,0.01857496,0.03393467,0.01857496,0.00000000,0.00000000,0.00189244,
000111011111100,0.02119251,0.03884969,0.02119251,0.00000000,0.00000000,0.00537380,
000111011111101,0.02098033,0.03844940,0.02098033,0.00000000,0.00000000,0.00477882,
000111011111110,0.01857382,0.03387032,0.01857382,0.00000000,0.00000000,0.00205122,
000111011111111,0.01745512,0.03193137,0.01745512,0.00000000,0.00000000,0.00150061,
000111100000000,0.19543972,0.22328747,0.19543972,0.00000000,0.00000000,0.34068811,
000111100000001,0.18900815,0.21229198,0.18900815,0.00000000,0.00000000,0.30582981,
000111100000010,0.17933766,0.19867692,0.17933766,0.00000000,0.00000000,0.27163401,
000111100000011,0.17262331,0.19055366,0.17262331,0.00000000,0.00000000,0.20180045,
000111100000100,0.18833351,0.21489544,0.18833351,0.00000000,0.00000000,0.32022184,
000111100000101,0.17661241,0.19825732,0.17661241,0.00000000,0.00000000,0.28156987,
000111100000110,0.16127521,0.17279615,0.16127521,0.00000000,0.00000000,0.10716631,
000111100000111,0.16029484,0.17120459,0.16029484,0.00000000,0.00000000,0.10540295,
000111100001000,0.18113969,0.19691496,0.18113969,0.00000000,0.00000000,0.26609450,
000111100001001,0.17588536,0.18762607,0.17588536,0.00000000,0.00000000,0.16926559,
000111100001010,0.15765081,0.16517913,0.15765081,0.00000000,0.00000000,0.19420378,
000111100001011,0.13617610,0.13858960,0.13617610,0.00000000,0.00000000,0.06905563,
000111100001100,0.16702244,0.18029548,0.16702244,0.00000000,0.00000000,0.24242172,
000111100001101,0.16067620,0.17232197,0.16067620,0.00000000,0.00000000,0.14302451,
000111100001110,0.13570169,0.13876029,0.13570169,0.00000000,0.00000000,0.06102343,
000111100001111,0.13465397,0.13687137,0.13465397,0.00000000,0.00000000,0.05825049,
000111100010000,0.16722581,0.20395727,0.16722581,0.00000000,0.00000000,0.29824743,
000111100010001,0.16134806,0.19295172,0.16134806,0.00000000,0.00000000,0.27855779,
000111100010010,0.14689985,0.17135911,0.14689985,0.00000000,0.00000000,0.23050404,
000111100010011,0.14001803,0.15910508,0.14001803,0.00000000,0.00000000,0.16637684,
000111100010100,0.15258910,0.19581791,0.15258910,0.00000000,0.00000000,0.24575540,
000111100010101,0.14162623,0.17932661,0.14162623,0.00000000,0.00000000,0.23123680,
000111100010110,0.11318868,0.12727004,0.11318868,0.00000000,0.00000000,0.01632632,
000111100010111,0.11098153,0.12352845,0.11098153,0.00000000,0.00000000,0.01587448,
000111100011000,0.12659190,0.13005485,0.12659190,0.00000000,0.00000000,0.14267735,
000111100011001,0.12565866,0.12883643,0.12565866,0.00000000,0.00000000,0.10186281,
000111100011010,0.11505469,0.13395843,0.11505469,0.00000000,0.00000000,0.11994700,
000111100011011,0.10820617,0.12059955,0.10820617,0.00000000,0.00000000,0.01382315,
000111100011100,0.11141763,0.12758993,0.11141763,0.00000000,0.00000000,0.02917786,
000111100011101,0.11107885,0.12693751,0.11107885,0.00000000,0.00000000,0.02109403,
000111100011110,0.10785200,0.12100188,0.10785200,0.00000000,0.00000000,0.01304532,
000111100011111,0.10674745,0.11876368,0.10674745,0.00000000,0.00000000,0.01171215,
000111100100000,0.18988309,0.21856519,0.18988309,0.00000000,0.00000000,0.32936640,
000111100100001,0.18254851,0.20652359,0.18254851,0.00000000,0.00000000,0.30392937,
000111100100010,0.17102423,0.18971837,0.17102423,0.00000000,0.00000000,0.26775511,
000111100100011,0.16102770,0.17680057,0.16102770,0.00000000,0.00000000,0.19217652,
000111100100100,0.17939143,0.20782559,0.17939143,0.00000000,0.00000000,0.30882180,
000111100100101,0.16386856,0.18763340,0.16386856,0.00000000,0.00000000,0.27818660,
000111100100110,0.14219771,0.15184173,0.14219771,0.00000000,0.00000000,0.07433881,
000111100100111,0.14059180,0.14923725,0.14059180,0.00000000,0.00000000,0.07102866,
000111100101000,0.17558496,0.19153684,0.17558496,0.00000000,0.00000000,0.22509475,
000111100101001,0.16957964,0.18175115,0.16957964,0.00000000,0.00000000,0.15962931,
000111100101010,0.14876234,0.15189505,0.14876234,0.00000000,0.00000000,0.17356679,
